	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	NA	NA	NA	NA	NA	NA
MSTRG.9702	323.383085477817	-1.19334323478951	0.309914617971061	601.092191888861	5.84279021251053e-130	8.27878428572645e-128	chr15	78921057	78949574	-	NA	CTSH
MSTRG.5785	102.352960350142	6.9812507557951	0.556796808499691	595.872535964542	7.90982025295185e-129	1.11416797515991e-126	chr12	1531181	1534182	-	NA	NA
MSTRG.23783	2980.36874799225	2.47256958793102	0.146591796295038	592.684896560905	3.8832277450192e-128	5.43788137907777e-126	chr6	157981844	158099330	+	NA	NA
MSTRG.5780	77.6413464516397	10.5953727380042	1.20856824692403	587.822820360367	4.3974065147315e-127	6.12211025591631e-125	chr12	1506203	1508029	+	NA	NA
ENSG00000135314.12	93.0100754112727	-1.07644346285998	1.67976848695953	585.675491798752	1.28437276400919e-126	1.77777978074936e-124	chr6	73241313	73310365	-	NA	KHDC1
MSTRG.18982	157.449962363018	6.89635524610283	1.20769178321462	581.041910710643	1.29760205272529e-125	1.78576889394021e-123	chr3	53812334	53846419	-	NA	CHDH
MSTRG.28245	58.1409282376922	-10.3492906438016	1.21488027873409	580.591906948115	1.62439234776597e-125	2.22272566626309e-123	chrX	153642491	153651326	+	NA	DUSP9
MSTRG.9933	320.702643726996	6.00394362897018	0.315230654268899	578.317033043935	5.05619665499261e-125	6.87930028979847e-123	chr15	100716055	100834018	+	NA	NA
ENSG00000225760.2	198.525880551689	0.210594690403322	0.251911941699817	577.884751264196	6.2738038617976e-125	8.48771227540144e-123	chr13	110965703	110990579	+	NA	LINC00431
MSTRG.2758	255.526008878945	3.92920199438009	0.262489715695704	577.402156074611	7.98259984308962e-125	1.07388390922823e-122	chr1	205227945	205285632	+	NA	TMCC2
MSTRG.1793	1658.07481676318	-1.21839736847354	0.177273798357966	577.265797096249	8.54482601879064e-125	1.14309722818972e-122	chr1	104456494	104468595	+	NA	NA
MSTRG.23318	364.525139621178	4.41231217651931	0.319741377552532	574.159113811761	4.02849840621469e-124	5.35924571306761e-122	chr6	101181256	102070083	+	NA	GRIK2
MSTRG.3993	998.371971648256	3.59723118094856	0.249821569687242	567.925481639546	9.04475960673459e-123	1.19660670465672e-120	chr10	99782639	99852594	+	NA	ABCC2
ENSG00000149256.16	189.621532915511	5.28632355951188	0.58664324264359	564.428388930994	5.18136899232638e-122	6.81720120276085e-120	chr11	78652828	79441030	-	NA	TENM4
MSTRG.5546	4936.91383829064	-2.46243233673457	0.110899545640775	561.340335890534	2.4200237622755e-121	3.16666060171853e-119	chr11	115169217	115504957	-	NA	CADM1
MSTRG.16748	4252.75613798139	1.26353730465017	0.0994715270494745	561.185777399464	2.61409878363475e-121	3.40202225396293e-119	chr2	234952016	235055714	+	NA	SH3BP4
MSTRG.28167	2643.83626410025	-2.733674025995	0.132584277784768	560.446574930528	3.78052895573324e-121	4.89343493913449e-119	chrX	135032354	135033546	+	NA	RTL8C
ENSG00000197603.15	341.447782102992	-7.31585988900481	0.48985707043269	559.888820583713	4.99403914764042e-121	6.42942265749449e-119	chr5	37106227	37249421	-	NA	CPLANE1
MSTRG.13147	1888.9909500159	1.95466723895927	0.0917761327390575	551.82210018843	2.79883918180481e-119	3.58401085815497e-117	chr18	5237825	5290608	+	NA	LINC00667
MSTRG.2418	1964.63471180094	-5.06437990950627	0.23811299168058	551.471187001865	3.33457232819588e-119	4.24732281760525e-117	chr1	164555583	164851831	+	NA	PBX1
ENSG00000081665.14	214.345283760369	-0.661184800570921	0.242525573862698	549.97288176407	7.04375673741008e-119	8.92432798063607e-117	chr19	19785838	19821751	-	NA	ZNF506
MSTRG.3188	199.758039726294	5.2053744876569	0.293721704484272	549.012775317813	1.13739358762825e-118	1.433475097334e-116	chr10	6682512	6879450	+	NA	AL158210.1
MSTRG.25145	1516.77908664329	2.41868639854156	0.264899568825537	548.325328439175	1.60293858582363e-118	2.00963179979752e-116	chr7	155193768	155199119	-	NA	NA
MSTRG.767	1148.65060111002	-3.31557732337656	0.255374259737721	546.253594789271	4.50784648026237e-118	5.62212978210223e-116	chr1	17755332	17827063	+	NA	ACTL8
MSTRG.20148	1121.6685958455	3.47499335069306	0.160279207795588	544.917485833869	8.78155948212228e-118	1.08955038009793e-115	chr4	6707700	6709865	-	NA	MRFAP1L1
MSTRG.2664	2420.86750653374	-10.7979803014535	0.594484691303672	543.155251571471	2.11609492867447e-117	2.61195923515665e-115	chr1	196652042	196747504	+	NA	CFH
MSTRG.16591	736.699168250578	-9.0762681777813	0.607057804481796	542.376206109223	3.12170733078579e-117	3.83345660220495e-115	chr2	218781748	218815293	+	NA	CYP27A1
MSTRG.11841	1039.29676662064	3.41137394775268	0.174407608406301	535.825473320265	8.2079902993187e-116	1.0027986515688e-113	chr17	27456469	27649560	+	NA	KSR1
MSTRG.11601	323.512724947564	5.23805276022117	0.416165922284781	533.920357792775	2.12401144703216e-115	2.58180599546356e-113	chr17	9822205	9892099	+	NA	GLP2R
MSTRG.17435	645.479276395627	-5.60131799125611	0.280756441527361	532.133335196211	5.18177544264845e-115	6.26680781563938e-113	chr20	63639704	63657682	-	NA	STMN3
MSTRG.25005	6673.70869583687	1.93116303339453	0.20931546092888	530.865810495793	9.75443598452311e-115	1.17376745771553e-112	chr7	141074063	141480380	+	NA	TMEM178B
MSTRG.20528	319.286123723077	-0.709067275050138	0.657718679743298	526.550865276016	8.40262662350687e-114	1.00604648563248e-111	chr4	78551746	78610451	+	NA	ANXA3
MSTRG.16685	495.328057434093	3.32244376555331	0.239652105159439	526.404320812773	9.04016958041967e-114	1.07699453120761e-111	chr2	231403463	231408801	+	NA	NA
MSTRG.22030	1112.2108039412	4.57151006149162	0.188398543615498	525.213994549507	1.63743067665953e-113	1.94108490016283e-111	chr5	134114680	134151865	+	NA	TCF7
MSTRG.3283	431.77666270734	2.15643167606925	0.177628258036489	525.17254563889	1.67165390207411e-113	1.97189282458456e-111	chr10	20779972	21293210	-	NA	NEBL
MSTRG.24272	1108.31971188485	3.41340265714881	0.1737178258931	521.884477936486	8.62546583710265e-113	1.01247747517284e-110	chr7	50458435	50565405	-	NA	DDC
MSTRG.25648	413.608809231092	7.45797491881793	0.404913750108736	520.28089939633	1.9201250627506e-112	2.24289340256712e-110	chr8	66126895	66175485	+	NA	TRIM55
ENSG00000169129.15	253.653899968	4.43763056242205	0.248466528030251	517.089462615196	9.44083121013769e-112	1.09742788426193e-109	chr10	114294823	114404756	-	NA	AFAP1L2
MSTRG.6552	893.033300033108	0.712069591228959	0.11489071100748	504.698210421174	4.57604195979163e-109	5.29361839464591e-107	chr12	57623408	57633239	-	NA	B4GALNT1
MSTRG.19923	478.384498907008	6.50508321146779	0.329130682983893	504.229264150385	5.78254902927229e-109	6.65715956994972e-107	chr3	185959942	185980872	+	NA	NMRAL2P
MSTRG.20508	1343.39603010475	-2.70491687791383	0.169357614604586	502.051768385254	1.7140380624974e-108	1.96223156349224e-106	chr4	76435228	76783289	+	NA	SHROOM3
ENSG00000184731.6	73.388625591514	-10.6844892872917	1.2312307972316	502.043849686798	1.72082447312023e-108	1.96223156349224e-106	chr2	38813	46870	-	NA	FAM110C
MSTRG.11483	1497.02311900748	2.02553805280984	0.169727649630608	497.951309332226	1.32632544501974e-107	1.50522223253283e-105	chr17	4948091	4957131	+	NA	ENO3
MSTRG.13220	264.128379029037	9.70532624881214	1.04614331033467	496.50058877885	2.73551464851434e-107	3.08984121572285e-105	chr18	14969000	14970468	-	NA	LINC01444
MSTRG.12161	5025.39868221606	0.931971789452652	0.139508757250321	494.471379313729	7.52992317223782e-107	8.46533052969046e-105	chr17	40058289	40093867	+	NA	THRA
MSTRG.8399	500.359885091802	-0.262668915962744	0.149254393614645	492.279350534839	2.24813643308583e-106	2.51560163676044e-104	chr14	64945813	64973226	-	NA	RAB15
MSTRG.25309	1912.696650724	-3.37850738243602	0.147831382754801	491.215386082689	3.82288892481666e-106	4.25780921830975e-104	chr8	17643794	17801224	-	NA	MTUS1
MSTRG.13309	175.272353777966	7.05624501863356	1.2141423953188	489.469491303616	9.13561694299269e-106	1.01278464498566e-103	chr18	26852042	26865771	-	NA	AQP4
ENSG00000153956.16	213.212253089525	11.0760130694007	1.19799285329652	484.085888398064	1.34085125724088e-104	1.47963245188433e-102	chr7	81946443	82443777	-	NA	CACNA2D1
MSTRG.14698	390.287512402915	-4.87918678453392	0.264523862493289	483.956105732744	1.43055502008981e-104	1.57137938124177e-102	chr19	49506815	49526428	+	NA	FCGRT
MSTRG.27051	659.079647081831	-3.8859039749529	0.284834554111824	483.839223966334	1.5164667206152e-104	1.65814210465076e-102	chr9	120952334	121050275	-	NA	C5
MSTRG.21277	7733.6444271455	-4.78872570309536	0.187962595989359	483.16824554005	2.11950230136633e-104	2.30698191402355e-102	chr5	31193685	31329146	+	NA	CDH6
MSTRG.7823	1508.94959975286	3.70429831787476	0.180082894241059	482.329753645999	3.22058288990006e-104	3.48959628423288e-102	chr13	110863986	110870251	-	NA	PRECSIT
MSTRG.7934	244.184975645065	-2.74947769530738	0.226551630378129	480.477740055254	8.11450778817424e-104	8.75270286016307e-102	chr14	22893203	22919182	-	NA	RBM23
MSTRG.17814	312.704592283907	0.510344575349257	0.170160698654388	479.929378501986	1.06681825342126e-103	1.14556187876348e-101	chr22	18150169	18177397	+	NA	USP18
MSTRG.21126	16092.5018240366	2.08666406046919	0.185041856539265	479.757073882559	1.16259448711685e-103	1.24283426734375e-101	chr4	184755594	184826818	-	NA	ACSL1
ENSG00000147642.17	70.3033299904593	-2.11436445752455	0.779009717000662	477.859647975347	2.99634707822519e-103	3.18891231711913e-101	chr8	109573977	109691791	-	NA	SYBU
MSTRG.14901	87.5446951002426	-4.68638825693214	0.352874443687472	476.929457853717	4.7660543700058e-103	5.02783893333558e-101	chr19	58479511	58512413	-	NA	SLC27A5
MSTRG.27198	1738.95307266529	0.350750142392133	0.181856028227227	476.929387508911	4.76622165650704e-103	5.02783893333558e-101	chr9	129738330	129777362	-	NA	PTGES
MSTRG.11823	117.335567569211	5.41426424934132	0.553204009254121	475.845805586787	8.18425593408054e-103	8.59562248234617e-101	chr17	19678287	19718979	-	NA	SLC47A2
MSTRG.25896	2598.75605026815	-14.7410588562764	1.25990621146976	474.875108456636	1.32837850544403e-102	1.38905465901148e-100	chr8	96493812	96611790	+	NA	SDC2
MSTRG.28072	1029.36560385847	-1.33961668276843	0.185856577201433	471.777449210285	6.23095839773112e-102	6.48724042574215e-100	chrX	118495483	118686163	+	NA	NA
MSTRG.23078	3607.60814793734	-5.11894730499822	0.225347576759392	468.654057277961	2.96042791077479e-101	3.06884877711745e-99	chr6	53051990	53100996	+	NA	NA
MSTRG.21683	295.257927609329	6.07940811486874	0.351735235715723	467.950659883281	4.20504375482954e-101	4.34025766177363e-99	chr5	82530342	82536124	-	NA	NA
MSTRG.20620	44.4743915864257	-0.114639643437381	1.69581943256154	467.853778898033	4.41329733096615e-101	4.53565742005646e-99	chr4	94862874	94863216	None	NA	NA
MSTRG.22454	149.949557908721	3.5916607613528	0.263309369511613	467.094972175639	6.44443722481599e-101	6.59480742672836e-99	chr5	181193923	181205293	-	NA	TRIM7
MSTRG.18036	17750.6790594654	-1.96625170011907	0.132535443418683	466.189767327805	1.01234443243486e-100	1.03155743740788e-98	chr22	29603555	29698598	+	NA	NF2
MSTRG.18025	10468.4638844517	-1.5607676539274	0.10827504287847	464.548066652536	2.29644634112166e-100	2.33011457985167e-98	chr22	29327679	29423193	-	NA	AP1B1
MSTRG.24127	5518.12041897333	-0.58673191266421	0.0890848663065211	463.90636285133	3.16301777941483e-100	3.19584910320117e-98	chr7	32728568	32762924	+	NA	ZNRF2P1
ENSG00000198482.14	49.719690362932	-0.114639943486726	1.69921147315142	461.360814850413	1.12634303650083e-99	1.13325253580037e-97	chr19	52527651	52564464	+	NA	ZNF808
MSTRG.18807	164.02257664488	10.6404068285592	1.21876477799387	458.663187470572	4.32698222793878e-99	4.33531031088795e-97	chr3	46163446	46266706	+	NA	NA
ENSG00000175899.15	78.5178162198012	-5.50446852792329	1.25331230505882	457.943967770653	6.19473012949555e-99	6.18079198670419e-97	chr12	9067663	9116229	-	NA	A2M
ENSG00000038295.8	484.127532897079	-3.97965635108188	0.240710165085632	454.673494059033	3.16699340263191e-98	3.14675618337858e-96	chr4	165873236	166104457	+	NA	TLL1
MSTRG.27892	2875.93081174483	2.06419633723174	0.16151602225146	452.741391422672	8.30380700925118e-98	8.21665134890615e-96	chrX	87517408	87670050	+	NA	KLHL4
MSTRG.15103	492.851226975041	5.43026448414197	0.265426674840121	450.289297880909	2.82207463636409e-97	2.78096293178496e-95	chr2	27496838	27523684	+	NA	GCKR
MSTRG.25840	56.4810706228809	-10.3010736361854	1.22927272711987	448.17419664554	8.1066052664678e-97	7.95576925044418e-95	chr8	90958470	90985238	-	NA	C8orf88
ENSG00000196646.12	181.84800930479	-10.061167859839	1.19470967793253	447.57116742905	1.09520162730892e-96	1.07043665989957e-94	chr19	12163063	12189871	+	NA	ZNF136
MSTRG.22506	780.046549011382	5.50794120823458	0.304403043558489	444.146895889545	6.0451195439578e-96	5.88440782925258e-94	chr6	3904919	3911979	-	NA	NA
MSTRG.9300	1489.46816374142	-4.77209389421754	0.267282931504801	442.887743039286	1.13295520077337e-95	1.09837025253924e-93	chr15	53513740	53762878	-	NA	WDR72
MSTRG.2785	2287.88843007382	1.1772049406923	0.124145482562649	440.477946312737	3.76976285085797e-95	3.63994924300988e-93	chr1	206035252	206102449	+	NA	BX571818.1
MSTRG.25146	1034.93451795456	2.86489779233557	0.253840049019052	440.302168102313	4.11526211514692e-95	3.9575930365184e-93	chr7	155201834	155217134	+	NA	NA
MSTRG.24497	522.339922870843	-2.83319824899282	0.293681337936859	437.47079825537	1.68976813243331e-94	1.61852750796992e-92	chr7	83955776	84492724	-	NA	SEMA3A
MSTRG.4821	591.68793780284	2.5490169906162	0.158538827215992	437.114539524186	2.01842032843009e-94	1.92562124241383e-92	chr11	58834064	58905401	-	NA	GLYATL2
MSTRG.14109	2112.3613362011	2.08952679603807	0.20831245493691	435.020772864102	5.73626737184951e-94	5.45081978120271e-92	chr19	17402938	17405630	-	NA	BST2
ENSG00000188511.12	73.3014512632782	10.4944250290187	1.22422733828699	433.678996930877	1.12027486623464e-93	1.06032023505355e-91	chr22	49414523	49657542	-	NA	C22orf34
MSTRG.5539	526.625038255307	3.35126152285805	0.180470563552917	432.83352191159	1.7080294411482e-93	1.61025484243051e-91	chr11	112143252	112164096	-	NA	IL18
MSTRG.21962	1535.94798537518	0.205349216996857	0.106210280062219	431.768971203875	2.90487419371501e-93	2.72784774285096e-91	chr5	127939151	128083172	-	NA	LINC01184
MSTRG.14367	276.549143825528	3.54100877743008	0.213965735494699	431.570985423861	3.20641888537906e-93	2.99925416520652e-91	chr19	37371060	37393066	+	NA	ZNF527
MSTRG.2993	5912.69804502115	1.7236884066828	0.141703926834208	429.90488929041	7.36160281378857e-93	6.85918058283973e-91	chr1	230837118	230869589	-	NA	C1orf198
MSTRG.15993	54.2017713861481	9.14169444081404	1.22262173510557	429.006053841306	1.15265579978251e-92	1.06982541789117e-90	chr2	133264967	133285445	+	NA	NCKAP5-AS2
ENSG00000137642.13	91.7881668528937	6.06374892479143	0.49612128881135	428.728626914876	1.32373884440553e-92	1.22387067058435e-90	chr11	121452313	121633763	+	NA	SORL1
MSTRG.27543	74.2527050298392	-6.34975019153436	0.551133746331363	428.128036966735	1.78614111602109e-92	1.64503596785542e-90	chrX	30215562	30220089	+	NA	MAGEB2
MSTRG.4814	13396.0172930407	0.846428503020467	0.0727105730961762	427.356383144138	2.62475243975023e-92	2.40813493955016e-90	chr11	58579062	58625733	+	NA	ZFP91
MSTRG.25140	3015.10290824905	-1.23311182267009	0.165528864113118	426.477271854318	4.06948889318688e-92	3.71938858916997e-90	chr7	151556123	151877125	-	NA	NA
MSTRG.12159	4494.16841879556	1.48959002263695	0.0855694289740976	426.306858151416	4.43055723383877e-92	4.03399709207236e-90	chr17	40019096	40061215	-	NA	NA
MSTRG.1729	42424.4979349719	1.01070634053159	0.106244978685559	423.669680550019	1.65109864533878e-91	1.4976215212607e-89	chr1	94148987	94275068	-	NA	ARHGAP29
MSTRG.21002	5038.11429240955	2.14273958908399	0.132282605746213	422.423358061948	3.07448078805159e-91	2.77817045096918e-89	chr4	153152162	153415118	+	NA	TRIM2
ENSG00000149269.10	454.925464765501	-6.8276095134457	0.406411830316027	420.933439294313	6.46457380611878e-91	5.81957460004963e-89	chr11	77322016	77474635	-	NA	PAK1
MSTRG.21357	4614.461971426	-1.21652841349175	0.182775462272251	419.278279016858	1.47605281727395e-90	1.32380377387423e-88	chr5	39284139	39462300	-	NA	C9
MSTRG.11494	99.4600797837453	-2.5336609033606	0.941706491193624	419.16634990731	1.56080732061231e-90	1.39459298878292e-88	chr17	5116031	5175034	+	NA	USP6
MSTRG.23565	2625.83197775002	-3.21983941475324	0.171448050320701	415.712752850739	8.73977757686458e-90	7.78002653738287e-88	chr6	134169245	134318112	-	NA	SGK1
MSTRG.23127	1646.67698473231	-4.03276151217368	0.241485549175812	415.249738317211	1.10103690260741e-89	9.76497395179151e-88	chr6	68635281	69390574	+	NA	ADGRB3
MSTRG.22833	509.297154428261	5.77637731152281	0.798009756028285	414.614427195139	1.51156575690374e-89	1.33564404482719e-87	chr6	31971090	32002681	+	NA	STK19
MSTRG.3446	219.05277163827	3.77480361856181	0.234638507033181	414.57960387569	1.53805080387961e-89	1.35405016726843e-87	chr10	43328846	43331102	-	NA	NA
MSTRG.4831	1003.50079727564	2.18832659996245	0.147749862034171	414.420712931014	1.66490926718185e-89	1.46036327149951e-87	chr11	59127438	59144820	-	NA	NA
ENSG00000267014.6	60.5405398265842	7.04550642727142	0.713465466836376	412.173498080737	5.10730804647244e-89	4.4634889956507e-87	chr19	29002318	29015160	+	NA	LINC01532
MSTRG.6169	366.414866766593	-11.3526106650122	1.20457421573733	411.457143242228	7.30080287051826e-89	6.35727365590656e-87	chr12	31671141	31729121	-	NA	AMN1
MSTRG.15528	278.783055431984	-3.08270816824332	0.203661089473931	409.407296248263	2.02959775439075e-88	1.76089666038554e-86	chr2	72916259	72936071	+	NA	EMX1
MSTRG.14456	196.125499420006	1.89348552763346	0.283989039100798	409.026364108213	2.45429735544874e-88	2.12168247197023e-86	chr19	40991281	41018398	+	NA	CYP2B6
MSTRG.10406	673.487843985683	0.744919728167731	0.218129790711285	408.324264424847	3.48349301715743e-88	3.00056560391553e-86	chr16	20409533	20441336	+	NA	ACSM5
ENSG00000073464.13	186.5809618484	9.45348188783391	1.19476237137917	407.422307922796	5.46253780656752e-88	4.68838459914214e-86	chrX	10156974	10237660	+	NA	CLCN4
MSTRG.21031	259.949895276334	-1.48822658570015	0.208670276525563	406.558715982369	8.40354531770066e-88	7.186832006345e-86	chr4	163323915	163344832	-	NA	NA
ENSG00000204442.4	232.56646322493	-4.06439241002602	0.272355106577805	404.79736904429	2.0230005038724e-87	1.72394199522166e-85	chr13	107163509	107867496	-	NA	FAM155A
ENSG00000167637.18	233.141262485341	-11.2687264237161	1.20760322985887	404.317727159042	2.56976090323404e-87	2.18210973719299e-85	chr19	43827320	43852017	+	NA	ZNF283
MSTRG.8441	15693.692482171	0.995307771703782	0.115710639627038	403.533058521111	3.80068247594979e-87	3.21594143353688e-85	chr14	68874127	68979440	-	NA	ACTN1
MSTRG.2791	456.27248558411	1.04557009150742	0.190505880776417	398.033474952171	5.90358725325026e-86	4.97772184388489e-84	chr1	207018521	207032756	-	NA	C1orf116
MSTRG.23390	603.694563250808	1.42522122868207	0.168068040487243	397.960162138129	6.12344556742516e-86	5.14498342307238e-84	chr6	110391770	110415575	-	NA	DDO
MSTRG.22416	437.673606732014	-1.00444299943244	0.241122152062876	397.453026951345	7.88575636553412e-86	6.60252873877902e-84	chr5	178113531	178126081	+	NA	N4BP3
MSTRG.21765	301.896573228069	-7.49968187179391	0.559112950793717	397.239821686155	8.77050008451702e-86	7.31771411232908e-84	chr5	93583221	93594611	+	NA	NR2F1
MSTRG.10015	43.4467887845995	8.82514097845514	1.22193269106091	394.170522552987	4.05357606705153e-85	3.37037960075056e-83	chr16	1221650	1225850	-	NA	TPSG1
